candidate_id	candidate	references	source_file_count	likely_structural	sample_locations
long-take	Long take	1	1	no	pages/Observation shot.md:9
loop-lighting	loop lighting	1	1	no	pages/Paramount lighting (butterfly lighting).md:14
low-angle-lighting	Low-angle lighting	1	1	no	pages/Raking light.md:7
low-light-photography	Low-light photography	1	1	no	pages/Readout noise (digital sensor).md:7
lut	LUT	1	1	no	pages/Output gamma.md:7
lux-light-measurement	Lux (Light Measurement)	1	1	no	pages/Foot Candle (Light Measurement).md:7
mag-stock-magnetic-audio-tape	Mag stock (magnetic audio tape)	1	1	no	pages/Dictionary — M.md:9
magnetic-tape	Magnetic tape	1	1	no	pages/Quarter-inch tape (audio legacy).md:13
making-of	Making-of	1	1	no	pages/Behind the Scenes.md:6
maquette	Maquette	1	1	no	pages/Quarter scale (miniature___maquette).md:13
mask	Mask	1	1	no	pages/Automask.md:6
masking-compositing	Masking (compositing)	1	1	no	pages/Optical flow (post-production).md:14
master-craft-rank	Master (Craft Rank)	1	1	no	pages/Journeyman (union rank).md:11
master-copy	Master copy	1	1	no	pages/Release print (film distribution).md:7
matchmoving-live-action-integration	Matchmoving (Live-Action Integration)	1	1	no	pages/Harryhausen (Ray Harryhausen Technique).md:7
materials	Materials	1	1	no	pages/Epoxy Putty (Puppet Fabrication).md:6
maya	Maya	1	1	no	pages/Orientation (camera alignment).md:14
measurement	Measurement	1	1	no	pages/Scale ruler (set building).md:7
mechanical-effects	Mechanical Effects	1	1	no	pages/Eccentric Cam (Rigging).md:6
mechanical-rig	Mechanical Rig	1	1	no	pages/Hydraulic Rig (FX Support).md:11
media-property	Media property	1	1	no	pages/Reboot (franchise___media).md:7
medium-specificity	Medium specificity	1	1	no	pages/Aesthetic Distance.md:6
merchandising	Merchandising	1	1	no	pages/Kickstarter (animation funding).md:12
mesh	Mesh	1	1	no	pages/Resolution (3D scan).md:7
metal-rod-rig	Metal rod rig	1	1	no	pages/Nylon wire (puppet rigging).md:6
metric-montage	Metric montage	1	1	no	pages/Overtone montage.md:7
miniature-construction	Miniature construction	1	1	no	pages/Quick build (set construction shorthand).md:7
miniature-layout	Miniature layout	1	1	no	pages/Radial symmetry (design).md:7
miniature-lighting	Miniature lighting	1	1	no	pages/Q-beam (lighting term).md:13
miniature-rigging	Miniature rigging	1	1	no	pages/Recoil rig (FX gag).md:8
miniature-sound	Miniature sound	1	1	no	pages/Resonance (sound).md:7
mirror	mirror	1	1	no	pages/Optical illusion (animation___VFX).md:11
mixed-media	Mixed media	1	1	no	pages/Assemblage.md:6
mixing-sound-vs-video	Mixing (Sound vs. Video)	1	1	no	pages/M___E bus (video switcher).md:10
mixing-sound	Mixing (Sound)	1	1	no	pages/Foley Sound.md:7
model-sheets	model sheets	1	1	no	pages/On-model (character consistency).md:6
modeling	Modeling	1	1	no	pages/Orthographic view (animation___3D).md:5
mold-making	Mold Making	1	1	no	pages/Head Sculpt (Puppet Fabrication).md:10
monitor	Monitor	1	1	no	pages/Raster scan (video signal).md:7
monitoring	Monitoring	1	1	no	pages/Capture Card.md:6
morphing	Morphing	1	1	no	pages/Grid Warp (Compositing Tool).md:7
motion-capture	Motion capture	1	1	no	pages/Performance capture.md:12
motion-control-rig	motion control rig	1	1	no	pages/Operator (camera role).md:9
motion-exaggeration	Motion exaggeration	1	1	no	pages/Quiver (character motion jitter).md:7
motion-path	Motion path	1	1	no	pages/Bezier Curve.md:6
motion-reference	Motion reference	1	1	no	pages/Quadcopter (drone cinematography).md:7
motion-study	Motion study	1	1	no	pages/Non-objective animation.md:9
motion-tracking	Motion tracking	1	1	no	pages/Rotoscoping.md:7
motivation	Motivation	1	1	no	pages/MacGuffin (storytelling term).md:11
mov	MOV	1	1	no	pages/Quicktime (media format).md:7
moviola	Moviola	1	1	no	pages/Flatbed Editor (Historical Editing Device).md:12
moviola-historical-editing-device	Moviola (Historical Editing Device)	1	1	no	pages/Flatbed Editor (Historical Editing Device).md:7
multi-camera	Multi-camera	1	1	no	pages/Quad rig (multi-cam mount).md:7
multichannel-audio	Multichannel audio	1	1	no	pages/Quad track (multichannel audio).md:7
multipass-composite-workflows	Multipass/Composite Workflows	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:15
multiple-exposure	Multiple exposure	1	1	no	pages/Quadruple exposure (experimental film).md:13
multitrack-recording	Multitrack recording	1	1	no	pages/Recording head (audio).md:7
music	Music	1	1	no	pages/Mixer (audio).md:5
music-cues	Music Cues	1	1	no	pages/Exposure Sheet (X-Sheet, Dope Sheet).md:5
music-score	Music score	1	1	no	pages/Orchestration (sound design).md:5
music-scoring	Music scoring	1	1	no	pages/Quintuplet timing (music___sound sync).md:7
narrative	Narrative	1	1	no	pages/Convention (Genre Convention).md:6
narrative-structure	Narrative structure	1	1	no	pages/Rashomon effect (narrative device).md:7
negative-cutter	Negative Cutter	1	1	no	pages/Joiner (editorial splice).md:11
night-for-day-shooting-technique	Night-for-day (shooting technique)	1	1	no	pages/Dictionary — N.md:31
nodal-points	Nodal Points	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:8
nodal-slide	Nodal slide	1	1	no	pages/Optical center (lens).md:9
nodal-zero-viewer	Nodal Zero Viewer	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:43
noise-digital	Noise (Digital)	1	1	no	pages/ISO (Camera Sensitivity).md:11
non-parallax-point	Non-parallax point	1	1	no	pages/Optical center (lens).md:7
nonlinear-editing	Nonlinear Editing	1	1	no	pages/Linear editing.md:11
nonlinear-editing-nle	Nonlinear Editing (NLE)	1	1	no	pages/Jog shuttle.md:11
normal-map	Normal map	1	1	no	pages/Bump Map.md:6
on-twos-double-frame	On Twos (Double-Frame)	1	1	no	pages/Hold Frame.md:11
on-set-protocol	On-set protocol	1	1	no	pages/Quiet on set (call).md:7
open-source	Open Source	1	1	no	pages/Creative Commons.md:6
open-source-software	Open Source Software	1	1	no	pages/EULA (End User License Agreement).md:6
optical-effects	Optical effects	1	1	no	pages/Beam Splitter.md:6
optical-illusion	Optical illusion	1	1	no	pages/Afterimage.md:6
optical-viewfinder-ovf	Optical Viewfinder (OVF)	1	1	no	pages/Electronic Viewfinder (EVF).md:6
orientation	Orientation	1	1	no	pages/Azimuth.md:6
orthographic-projection	Orthographic Projection	1	1	no	pages/Isometric Projection.md:11
over-the-shoulder-shot	Over-the-shoulder shot	1	1	no	pages/Reverse angle shot.md:7
overcrank	Overcrank	1	1	no	pages/Undercrank (fast motion).md:18
overhead-lighting	Overhead Lighting	1	1	no	pages/Helium Balloon Light.md:7
overlapping-action	Overlapping Action	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:14
overlay	Overlay	1	1	no	pages/Acetate.md:6
overlay-onion-skin	Overlay (Onion Skin)	1	1	no	pages/Graticule (Viewfinder Marking).md:7
oversampling	Oversampling	1	1	no	pages/Nyquist frequency (sampling theory).md:9
oversized-puppet	Oversized Puppet	1	1	no	pages/Full-Scale Puppet.md:7
overtime	Overtime	1	1	no	pages/Knock-on effect (production delays).md:12
oxberry-downshooter	Oxberry Downshooter	1	1	no	pages/J-gate (film camera).md:11
pal-video-standard	PAL (video standard)	1	1	no	pages/NTSC (video standard).md:10
particle-system	Particle System	1	1	no	pages/Dynamics (Physics Engine).md:6
patreon	Patreon	1	1	no	pages/Kickstarter (animation funding).md:12
payoff	Payoff	1	1	no	pages/Obstacle (narrative device).md:17
perception	Perception	1	1	no	pages/Just noticeable difference (JND).md:12
performance-animation	Performance (animation)	1	1	no	pages/Narrative rhythm (editing pace).md:15
perspective	Perspective	1	1	no	pages/Vanishing point (perspective).md:18
perspective-view	Perspective view	1	1	no	pages/Orthographic view (animation___3D).md:13
phenakistoscope	Phenakistoscope	1	1	no	pages/Magic lantern (pre-cinema device).md:9
phoneme	Phoneme	1	1	no	pages/Lip sync (animation).md:11
phosphorescence	Phosphorescence	1	1	no	pages/Half-Life (Lighting ___ Radioactive Reference).md:10
photochemical-workflow	Photochemical Workflow	1	1	no	pages/Latent image (photography).md:11
physical-simulation	Physical simulation	1	1	no	pages/Quicksand effect (practical FX gag).md:7
physics-simulation	Physics simulation	1	1	no	pages/Recoil rig (FX gag).md:8
pin-registration	Pin registration	1	1	no	pages/Registration (animation___film sprockets).md:7
pixel	Pixel	1	1	no	pages/Raster (image grid).md:7
pixels	Pixels	1	1	no	pages/Resolution (image size).md:7
pixilation-live-action-stop-motion	Pixilation (live-action stop-motion)	1	1	no	pages/Dictionary — P.md:37
plate-background-plate	Plate (Background Plate)	1	1	no	pages/Library shot (stock footage).md:11
plate-photography	Plate photography	1	1	no	pages/On-location shooting.md:9
play-order	Play order	1	1	no	pages/Queue sheet (broadcast or festival play order).md:7
plot-device	Plot Device	1	1	no	pages/MacGuffin (storytelling term).md:11
png-image-format	PNG (Image Format)	1	1	no	pages/JPEG (image format).md:11
point-cloud	Point cloud	1	1	no	pages/Resolution (3D scan).md:7
point-light	Point light	1	1	no	pages/Quadratic falloff (light physics).md:13
polarizer	Polarizer	1	1	no	pages/Quench light (suppress reflection).md:7
pose-to-pose	Pose-to-Pose	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:14
positive-print	Positive print	1	1	no	pages/Negative (film).md:9
positive-space	Positive space	1	1	no	pages/Negative space (composition).md:7
post-processing	Post-processing	1	1	no	pages/Readout noise (digital sensor).md:7
poster-film-poster	Poster (Film Poster)	1	1	no	pages/Key art (marketing imagery).md:12
postproduction-effects	Postproduction Effects	1	1	no	pages/Cross Processing (Effect).md:6
power-distribution	power distribution	1	1	no	pages/On-location shooting.md:15
practical-light-on-set	Practical Light (On-Set)	1	1	no	pages/Juno lighting (brand).md:11
pre-cinema	Pre-cinema	1	1	no	pages/Magic lantern (pre-cinema device).md:9
precision-drive	Precision Drive	1	1	no	pages/Gear Ratio (Motion Control).md:7
prime-lens	Prime Lens	1	1	no	pages/Kit lens.md:11
prism	Prism	1	1	no	pages/Refraction (lens effect).md:7
procedural-generation	Procedural Generation	1	1	no	pages/L-system (procedural generation in VFX).md:11
production	Production	1	1	no	pages/Behind the Scenes.md:6
production-bible	Production Bible	1	1	no	pages/Journal (production log).md:12
production-call	Production call	1	1	no	pages/Quiet on set (call).md:7
production-case-studies	Production Case Studies	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:44
production-efficiency	Production efficiency	1	1	no	pages/Amortization.md:6
production-schedule	Production schedule	1	1	no	pages/Quick turnaround (post schedule).md:7
progressive-scan	Progressive Scan	1	1	no	pages/Interlaced Video.md:11
projection	Projection	1	1	no	pages/Magic lantern (pre-cinema device).md:9
projection-plane	Projection Plane	1	1	no	pages/Image Plane.md:10
prop-set-stage	Prop (Set/Stage)	1	1	no	pages/MacGuffin (storytelling term).md:11
prop-design	Prop design	1	1	no	pages/Quotidian imagery (everyday objects in animation).md:7
prop-fabrication	Prop Fabrication	1	1	no	pages/IV (Intravenous Fake Tube, FX).md:11
prop-master	Prop master	1	1	no	pages/Quartermaster (prop___wardrobe role, historical).md:13
prototype-set	Prototype set	1	1	no	pages/Quick build (set construction shorthand).md:7
proxy-media	Proxy media	1	1	no	pages/Offline edit.md:9
publicity-still	Publicity Still	1	1	no	pages/Key art (marketing imagery).md:12
puppet-miniature-references	Puppet / Miniature References	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:32
puppet-animation	Puppet animation	1	1	no	pages/Rack focus.md:7
puppet-armature	Puppet armature	1	1	no	pages/Rig (puppet___camera support).md:7
puppet-design	Puppet design	1	1	no	pages/Rembrandt lighting.md:7
puppet-performance	Puppet performance	1	1	no	pages/Performance capture.md:12
puppet-replacement	Puppet Replacement	1	1	no	pages/Emergency Backup Rig.md:6
puppet-rigging	Puppet rigging	1	1	no	pages/Quadruped animation (puppet walk cycles).md:7
puppeteer	Puppeteer	1	1	no	pages/Animator.md:6
puppetry-live-action-integration	Puppetry (Live-Action Integration)	1	1	no	pages/Go Motion.md:9
puppets	Puppets	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:34
quadruped-gait	Quadruped gait	1	1	no	pages/Quadruped animation (puppet walk cycles).md:7
quartz-halogen	Quartz-halogen	1	1	no	pages/Quartz lamp (lighting).md:13
radiosity	Radiosity	1	1	no	pages/Hemicube (Rendering).md:10
rapid-production	Rapid production	1	1	no	pages/Quick strike (short schedule project).md:7
raster	Raster	1	1	no	pages/Resolution (image size).md:7
raw-camera-file	RAW (Camera File)	1	1	no	pages/Format (Image Format).md:7
re-recording-mixer	Re-Recording Mixer	1	1	no	pages/Jockey (sound mixer role).md:17
realism	Realism	1	1	no	pages/Illusionism (Art ___ Cinema).md:11
reference-layer	Reference Layer	1	1	no	pages/Dragonframe.md:6
reference-layers	Reference Layers	1	1	no	pages/Dragonframe.md:5
reference-material	Reference material	1	1	no	pages/Archive Footage.md:6
reference-materials	Reference Materials	1	1	no	pages/Creative Commons.md:6
reference-monitor	Reference Monitor	1	1	no	pages/LCD monitor.md:11
refinement	Refinement	1	1	no	pages/Polish pass (animation refinement).md:13
reflected-light	Reflected light	1	1	no	pages/Refraction (lens effect).md:7
reflection-pass	Reflection pass	1	1	no	pages/Render pass.md:7
reflector	Reflector	1	1	no	pages/Gold Reflector.md:7
registration-pin	Registration Pin	1	1	no	pages/J-gate (film camera).md:11
rehearsal	Rehearsal	1	1	no	pages/Dry Run (Rehearsal).md:6
rehearsal-dry-run	Rehearsal (Dry Run)	1	1	no	pages/Guide Puppet (Animation Planning).md:7
reimagining	Reimagining	1	1	no	pages/Reboot (franchise___media).md:7
reinforcement	Reinforcement	1	1	no	pages/Glass Fiber Reinforced Puppet.md:7
relatability	Relatability	1	1	no	pages/Quotidian imagery (everyday objects in animation).md:7
related-term	Related Term	1	1	no	pages/dictionary workflow overview.md:18
remake	Remake	1	1	no	pages/Reboot (franchise___media).md:7
resonance	Resonance	1	1	no	pages/Overtone (sound design).md:7
restoration	Restoration	1	1	no	pages/Artifact.md:9
reverb	Reverb	1	1	no	pages/Echo (Sound Effect).md:6
rgb	RGB	1	1	no	pages/Additive Color.md:7
rhythmic-montage	Rhythmic montage	1	1	no	pages/Overtone montage.md:7
rig-removal-vfx	Rig Removal (VFX)	1	1	no	pages/Kuroko (black-clad stagehand technique).md:11
rigging-hardware	Rigging hardware	1	1	no	pages/Nylon screw (armature building).md:9
rolling-shutter	Rolling Shutter	1	1	no	pages/Jailbar effect.md:11
rotational-blur	Rotational blur	1	1	no	pages/Radial blur (VFX).md:7
rough-animation	Rough animation	1	1	no	pages/Pencil test (2D animation).md:6
rough-assembly	Rough assembly	1	1	no	pages/Rough cut (editing).md:7
safety-stagecraft	Safety (Stagecraft)	1	1	no	pages/Junction box (studio wiring).md:11
safety-protocols	Safety Protocols	1	1	no	pages/E-stop (Emergency Stop).md:6
sample-data	Sample Data	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:35
sampling-rate	Sampling rate	1	1	no	pages/Resolution (audio).md:7
satire	satire	1	1	no	pages/Parody (narrative device).md:7
scale-composition	Scale & Composition	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:27
scale-miniatures	Scale (Miniatures)	1	1	no	pages/Magnification (optics).md:9
scale-modeling	Scale modeling	1	1	no	pages/Quarter scale (miniature___maquette).md:13
score	Score	1	1	no	pages/Underscore (music track).md:18
score-film-music	Score (film music)	1	1	no	pages/Non-diegetic sound.md:9
scratch-build	Scratch Build	1	1	no	pages/Kitbash (model___prop building).md:12
script-breakdown	Script Breakdown	1	1	no	pages/Notation (storyboard___score).md:10
sculpting	Sculpting	1	1	no	pages/Base Mesh (CG Model Base).md:6
sensor	Sensor	1	1	no	pages/Interference Pattern (Moire).md:11
sensor-calibration	Sensor calibration	1	1	no	pages/Response curve (sensor___film).md:7
series-development	Series development	1	1	no	pages/Pilot (test episode___short).md:13
set-puppet	Set & Puppet	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:16
set-dressing-crew	Set Dressing Crew	1	1	no	pages/Kuroko (black-clad stagehand technique).md:11
set-edges	set edges	1	1	no	pages/Open matte.md:12
set-management	Set management	1	1	no	pages/Quartermaster (prop___wardrobe role, historical).md:13
set-pieces	Set Pieces	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:34
set-rigging	Set rigging	1	1	no	pages/Non-slip base (set rigging).md:9
shader	Shader	1	1	no	pages/Material library (3D ___ VFX).md:9
shadow-matte	Shadow Matte	1	1	no	pages/Ground Shadow Pass.md:7
shadow-quality	Shadow Quality	1	1	no	pages/Fixture (Lighting Unit).md:5
sharpen	Sharpen	1	1	no	pages/Unsharp mask (image processing).md:18
short-films	Short Films	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:45
short-light	Short light	1	1	no	pages/Broad Light.md:6
short-production	Short production	1	1	no	pages/Quick strike (short schedule project).md:7
shot-composition	Shot composition	1	1	no	pages/Reaction shot.md:7
shot-planning	Shot Planning	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:41
shot-size	shot size	1	1	no	pages/Panel (storyboard frame).md:6
shot-tracking	Shot tracking	1	1	no	pages/Quarter-hour timing (production scheduling).md:13
shotgun-mic	Shotgun mic	1	1	no	pages/Unidirectional mic.md:18
shrink-tubing	Shrink Tubing	1	1	no	pages/Heat Gun (Fabrication Tool).md:13
shutter-release	Shutter Release	1	1	no	pages/Lanc remote (camera control).md:11
side-lighting	Side lighting	1	1	no	pages/Oblique lighting.md:9
signal	signal	1	1	no	pages/Oscilloscope (audio___video analysis).md:6
signal-conversion	Signal Conversion	1	1	no	pages/JVS connector.md:11
signal-processing	Signal processing	1	1	no	pages/Upconverter (signal processing).md:18
silent-era	Silent Era	1	1	no	pages/Hand Crank Camera.md:7
slider	Slider	1	1	no	pages/Rail dolly (camera move).md:7
slow-motion-overcranking	Slow Motion (Overcranking)	1	1	no	pages/Fast Motion (Undercranking).md:6
smooth-animation	Smooth Animation	1	1	no	pages/Janky animation.md:11
snoot	Snoot	1	1	no	pages/Grid (Lighting Accessory).md:7
sound-bridge	Sound Bridge	1	1	no	pages/L-cut (audio trail).md:11
sound-designer	Sound Designer	1	1	no	pages/Jockey (sound mixer role).md:17
sound-editing	Sound Editing	1	1	no	pages/Crossfade (Audio).md:6
sound-fidelity	Sound fidelity	1	1	no	pages/Resolution (audio).md:7
sound-mixing	Sound Mixing	1	1	no	pages/Lavalier mic.md:11
soundtrack	Soundtrack	1	1	no	pages/Score (music for film).md:7
special-effects-fx	Special Effects (FX)	1	1	no	pages/Kirlian effect (visual effect).md:11
special-effects-practical	Special Effects (Practical)	1	1	no	pages/Makeup effects (FX).md:9
specular-pass	Specular pass	1	1	no	pages/Render pass.md:7
speed-effect	Speed effect	1	1	no	pages/Radial blur (VFX).md:7
speed-ramp	Speed ramp	1	1	no	pages/Ramp (exposure or motion change).md:7
spill	Spill	1	1	no	pages/Barndoors Spill Control.md:6
splicer	Splicer	1	1	no	pages/Joiner (editorial splice).md:11
spline	Spline	1	1	no	pages/Bezier Curve.md:6
split-screen	split-screen	1	1	no	pages/Parallax error (camera alignment).md:5
spot-light	Spot light	1	1	no	pages/Point light (CG___VFX term).md:13
spot-meter	Spot Meter	1	1	no	pages/Light meter.md:12
spotlight	Spotlight	1	1	no	pages/Q-beam (lighting term).md:13
sprocket-hole	Sprocket hole	1	1	no	pages/Notch system (film sprockets).md:9
sprocket-holes	Sprocket holes	1	1	no	pages/Registration (animation___film sprockets).md:7
squib-practical-fx	Squib (Practical FX)	1	1	no	pages/Gunshot Effect (Practical FX).md:7
stage-alignment	Stage alignment	1	1	no	pages/Rack focus.md:5
stage-construction	Stage construction	1	1	no	pages/Non-slip base (set rigging).md:9
stage-direction	Stage direction	1	1	no	pages/Que (cue, stage direction).md:13
stage-equipment	Stage Equipment	1	1	no	pages/E-stop (Emergency Stop).md:6
stage-floor	Stage floor	1	1	no	pages/Nuts and bolts (armature hardware).md:13
stage-layouts	Stage Layouts	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:17
stage-left	Stage left	1	1	no	pages/Upstage (blocking term).md:18
stage-lighting	Stage Lighting	1	1	no	pages/House Light.md:7
stage-line-up	Stage line-up	1	1	no	pages/Rack focus.md:7
stage-management	Stage management	1	1	no	pages/Usher (theater role, historical).md:18
stage-right	Stage right	1	1	no	pages/Upstage (blocking term).md:18
stage-technician	Stage Technician	1	1	no	pages/Grip (Crew).md:7
stereoscopic-3d	Stereoscopic 3D	1	1	no	pages/Convergence (Stereoscopic).md:6
stereoscopy	Stereoscopy	1	1	no	pages/Beam Splitter.md:6
stock-footage	Stock footage	1	1	no	pages/Archive Footage.md:6
stop-motion-audio	Stop-motion audio	1	1	no	pages/Quiescent noise (low-level sound floor).md:7
stop-motion-camera	Stop-Motion Camera	1	1	no	pages/Interpolation (Animation Curves).md:10
stop-motion-design	Stop-motion design	1	1	no	pages/Quick sketch (concept art).md:7
stop-motion-history	Stop-motion history	1	1	no	pages/Photoplay (early cinema term).md:13
stop-motion-multipass	Stop-Motion Multipass	1	1	no	pages/IV (Intravenous Fake Tube, FX).md:18
stop-motion-principles	Stop-motion principles	1	1	no	pages/Random motion (animation principle).md:7
stop-motion-set	Stop-motion set	1	1	no	pages/Quotidian imagery (everyday objects in animation).md:7
stop-motion-set-design	Stop-motion set design	1	1	no	pages/Quince (color tone reference).md:7
stop-motion-vfx	Stop-motion VFX	1	1	no	pages/Quick matte (fast compositing mask).md:7
stopwatch	Stopwatch	1	1	no	pages/Metronome (timing aid).md:14
story-evaluation	Story evaluation	1	1	no	pages/Questionnaire (audience test screening).md:7
string-puppet	String Puppet	1	1	no	pages/Marionette (puppet).md:9
studio	Studio	1	1	no	pages/Utility room (studio facility).md:18
studio-shooting	Studio shooting	1	1	no	pages/On-location shooting.md:9
style-guide	Style Guide	1	1	no	pages/Design Bible.md:6
stylization	Stylization	1	1	no	pages/Quasi-realism (stylistic approach).md:7
stylized-look	Stylized look	1	1	no	pages/Quirky lens (toy lens aesthetic).md:7
subjective-perspective	Subjective perspective	1	1	no	pages/Rashomon effect (narrative device).md:7
subjective-shot	Subjective shot	1	1	no	pages/Point of view shot (POV).md:13
subtle-movement	Subtle movement	1	1	no	pages/Quiver (character motion jitter).md:7
superimposition	Superimposition	1	1	no	pages/Overlay (graphics___compositing).md:14
surface-treatment	Surface treatment	1	1	no	pages/Brush Pass (Texture Painting).md:6
symbolism	Symbolism	1	1	no	pages/Metaphor (film language).md:15
symmetry	Symmetry	1	1	no	pages/Radial symmetry (design).md:7
tags-taxonomy	Tags & Taxonomy	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:56
tape-recorder	Tape recorder	1	1	no	pages/Recording head (audio).md:7
technical-drawing	Technical drawing	1	1	no	pages/Arrangement Drawing.md:6
temporary-audio	Temporary audio	1	1	no	pages/Scratch track (temp audio).md:7
test-animation	Test Animation	1	1	no	pages/GIF Animation.md:7
test-screening	Test screening	1	1	no	pages/Questionnaire (audience test screening).md:7
tethered-capture	Tethered capture	1	1	no	pages/Mirrorless camera.md:10
texture-effect	Texture Effect	1	1	no	pages/Heat Gun (Fabrication Tool).md:13
texture-overlay	Texture Overlay	1	1	no	pages/Film Grain (Texture or Effect).md:7
theory-philosophy	Theory & Philosophy	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:26
three-act-structure	Three-Act Structure	1	1	no	pages/Inciting Incident (Storytelling).md:10
through-the-lens-focus	Through-the-lens focus	1	1	no	pages/Rangefinder (camera type).md:7
tie-down	Tie-down	1	1	no	pages/Non-slip base (set rigging).md:9
tilt-shot	tilt shot	1	1	no	pages/Pan shot.md:13
time-management	Time management	1	1	no	pages/Quarter-hour timing (production scheduling).md:13
time-manipulation	Time manipulation	1	1	no	pages/Reverse motion (animation___post trick).md:7
timing-chart	Timing Chart	1	1	no	pages/Notation (storyboard___score).md:10
tonal-montage	Tonal montage	1	1	no	pages/Overtone montage.md:7
tone-mapping	Tone mapping	1	1	no	pages/S-curve (tone___contrast).md:7
tool-guides	Tool Guides	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:42
top-shot	Top shot	1	1	no	pages/Overhead shot.md:14
topology	Topology	1	1	no	pages/Base Mesh (CG Model Base).md:6
toy-animation-pixilation	Toy Animation (Pixilation)	1	1	no	pages/Jointed doll animation.md:11
toy-camera	Toy camera	1	1	no	pages/Quirky lens (toy lens aesthetic).md:7
tps	TPS	1	1	no	pages/Rack focus.md:7
tps-three-point-system	TPS (Three Point System)	1	1	no	pages/Nodal point (lens).md:18
tps-alignment-guides	TPS Alignment Guides	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:8
tps-desktop	TPS Desktop	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:43
tps-methodology	TPS Methodology	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:27
tps-workflow-integration	TPS Workflow Integration	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:41
tracking	tracking	1	1	no	pages/Open matte.md:13
tracking-matchmove	Tracking (Matchmove)	1	1	no	pages/Ground Plane (Reference in CG___Set).md:7
tracking-markers	Tracking Markers	1	1	no	pages/Machine vision (VFX ___ capture).md:12
troubleshooting-notes	Troubleshooting Notes	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:45
tungsten-light	Tungsten light	1	1	no	pages/Redhead (tungsten lamp).md:7
turnarounds	turnarounds	1	1	no	pages/On-model (character consistency).md:6
tutorials	Tutorials	1	1	no	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:24
two-shot	Two-Shot	1	1	no	pages/Group Shot.md:7
typography	Typography	1	1	no	pages/Intertitle (Silent Film Card).md:11
typography-design	Typography (Design)	1	1	no	pages/Kinetic typography.md:11
typography-film	Typography (Film)	1	1	no	pages/Main title (sequence).md:9
undercranking	Undercranking	1	1	no	pages/Hand Crank Camera.md:7
underwater-lighting	Underwater lighting	1	1	no	pages/Underwater filming.md:18
union-film-animation	Union (Film/Animation)	1	1	no	pages/Journeyman (union rank).md:11
uv-light	UV Light	1	1	no	pages/Glow Paint (UV___FX).md:7
uv-mapping	UV mapping	1	1	no	pages/Atlas (Texture Atlas).md:6
value-brightness	Value (Brightness)	1	1	no	pages/Hue.md:10
value-color	Value (color)	1	1	no	pages/Saturation (color).md:7
value-study	Value Study	1	1	no	pages/Grayscale.md:10
vantage-point-camera-angle	Vantage point (camera angle)	1	1	no	pages/Dictionary — V.md:6
variac-dimmer-control	Variac (dimmer control)	1	1	no	pages/Dictionary — V.md:7
variation-animation-principle	Variation (animation principle)	1	1	no	pages/Dictionary — V.md:8
vector-motion-graphic-element	Vector (motion/graphic element)	1	1	no	pages/Dictionary — V.md:9
vector-scope-color-monitoring	Vector scope (color monitoring)	1	1	no	pages/Dictionary — V.md:10
vectorscope	Vectorscope	1	1	no	pages/Oscilloscope (audio___video analysis).md:15
vehicle-rig-miniature-animation	Vehicle rig (miniature animation)	1	1	no	pages/Dictionary — V.md:11
velcro-rigging-set-prop-fix	Velcro rigging (set/prop fix)	1	1	no	pages/Dictionary — V.md:12
vellum-storyboard-drawing-material	Vellum (storyboard/drawing material)	1	1	no	pages/Dictionary — V.md:13
verisimilitude-cinematic-realism	Verisimilitude (cinematic realism)	1	1	no	pages/Dictionary — V.md:14
vertical-hold-legacy-video-control	Vertical hold (legacy video control)	1	1	no	pages/Dictionary — V.md:15
vertical-movement-camera-or-puppet	Vertical movement (camera or puppet)	1	1	no	pages/Dictionary — V.md:16
vertical-pan-tilt-move	Vertical pan (tilt move)	1	1	no	pages/Dictionary — V.md:17
vfx-supervisor	VFX supervisor	1	1	no	pages/Dictionary — V.md:50
