candidate_id	candidate	classification	confidence	references	likely_structural	source_file_count	closest_existing_term	similarity	rationale	sample_locations
shot-size	shot size	REVIEW	low	1	no	1	Shot list	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Panel (storyboard frame).md:6
shot-tracking	Shot tracking	REVIEW	low	1	no	1	Scratch track (temp audio)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Quarter-hour timing (production scheduling).md:13
shotgun-mic	Shotgun mic	REVIEW	low	1	no	1	Shot list	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Unidirectional mic.md:18
shrink-tubing	Shrink Tubing	REVIEW	low	1	no	1	Shutter angle	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Heat Gun (Fabrication Tool).md:13
shutter-release	Shutter Release	REVIEW	low	1	no	1	Shutter speed	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Lanc remote (camera control).md:11
side-lighting	Side lighting	REVIEW	low	1	no	1	Soft Light	0.61	Low-frequency unresolved label requiring editorial judgment.	pages/Oblique lighting.md:9
signal	signal	REVIEW	low	1	no	1	Spacing	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Oscilloscope (audio___video analysis).md:6
signal-conversion	Signal Conversion	REVIEW	low	1	no	1	Secondary action	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/JVS connector.md:11
signal-processing	Signal processing	REVIEW	low	1	no	1	Selective focus	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/Upconverter (signal processing).md:18
silent-era	Silent Era	REVIEW	low	1	no	1	Single frame	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Hand Crank Camera.md:7
slider	Slider	REVIEW	low	1	no	1	Smear	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Rail dolly (camera move).md:7
smooth-animation	Smooth Animation	REVIEW	low	1	no	1	Silhouette animation	0.72	Low-frequency unresolved label requiring editorial judgment.	pages/Janky animation.md:11
snoot	Snoot	REVIEW	low	1	no	1	Shot	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Grid (Lighting Accessory).md:7
sound-bridge	Sound Bridge	REVIEW	low	1	no	1	Soundstage	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/L-cut (audio trail).md:11
sound-designer	Sound Designer	REVIEW	low	1	no	1	Set dressing	0.54	Low-frequency unresolved label requiring editorial judgment.	pages/Jockey (sound mixer role).md:17
sound-editing	Sound Editing	REVIEW	low	1	no	1	Sound sync	0.61	Low-frequency unresolved label requiring editorial judgment.	pages/Crossfade (Audio).md:6
sound-fidelity	Sound fidelity	REVIEW	low	1	no	1	Shadow play	0.40	Low-frequency unresolved label requiring editorial judgment.	pages/Resolution (audio).md:7
sound-mixing	Sound Mixing	REVIEW	low	1	no	1	Sound sync	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Lavalier mic.md:11
soundtrack	Soundtrack	REVIEW	low	1	no	1	Soundstage	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Score (music for film).md:7
special-effects-fx	Special Effects (FX)	REVIEW	low	1	no	1	Selective focus	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/Kirlian effect (visual effect).md:11
special-effects-practical	Special Effects (Practical)	REVIEW	low	1	no	1	Selective focus	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/Makeup effects (FX).md:9
specular-pass	Specular pass	REVIEW	low	1	no	1	Security copy	0.54	Low-frequency unresolved label requiring editorial judgment.	pages/Render pass.md:7
speed-effect	Speed effect	REVIEW	low	1	no	1	Screen test	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Radial blur (VFX).md:7
speed-ramp	Speed ramp	REVIEW	low	1	no	1	Skip frame	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Ramp (exposure or motion change).md:7
spill	Spill	REVIEW	low	1	no	1	Scroll (animation/graphics move)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Barndoors Spill Control.md:6
splicer	Splicer	REVIEW	low	1	no	1	Smear	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Joiner (editorial splice).md:11
spline	Spline	REVIEW	low	1	no	1	Spacing	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Bezier Curve.md:6
split-screen	split-screen	REVIEW	low	1	no	1	Set scale	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Parallax error (camera alignment).md:5
spot-light	Spot light	REVIEW	low	1	no	1	Soft Light	0.90	Low-frequency unresolved label requiring editorial judgment.	pages/Point light (CG___VFX term).md:13
spot-meter	Spot Meter	REVIEW	low	1	no	1	Shutter	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Light meter.md:12
spotlight	Spotlight	REVIEW	low	1	no	1	Soft Light	0.84	Low-frequency unresolved label requiring editorial judgment.	pages/Q-beam (lighting term).md:13
sprocket-hole	Sprocket hole	REVIEW	low	1	no	1	Scene file (camera setting)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Notch system (film sprockets).md:9
sprocket-holes	Sprocket holes	REVIEW	low	1	no	1	Screen test	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Registration (animation___film sprockets).md:7
squib-practical-fx	Squib (Practical FX)	REVIEW	low	1	no	1	Sequence	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Gunshot Effect (Practical FX).md:7
stage-alignment	Stage alignment	REVIEW	low	1	no	1	Single frame	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Rack focus.md:5
stage-construction	Stage construction	REVIEW	low	1	no	1	Secondary action	0.65	Low-frequency unresolved label requiring editorial judgment.	pages/Non-slip base (set rigging).md:9
stage-direction	Stage direction	REVIEW	low	1	no	1	Screen direction	0.77	Low-frequency unresolved label requiring editorial judgment.	pages/Que (cue, stage direction).md:13
stage-equipment	Stage Equipment	REVIEW	low	1	no	1	Single frame	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/E-stop (Emergency Stop).md:6
stage-floor	Stage floor	REVIEW	low	1	no	1	Scale ruler (set building)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Nuts and bolts (armature hardware).md:13
stage-layouts	Stage Layouts	REVIEW	low	1	no	1	Shadow play	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:17
stage-left	Stage left	REVIEW	low	1	no	1	Scale ruler (set building)	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Upstage (blocking term).md:18
stage-lighting	Stage Lighting	REVIEW	low	1	no	1	Screen direction	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/House Light.md:7
stage-line-up	Stage line-up	REVIEW	low	1	no	1	Scale ruler (set building)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Rack focus.md:7
stage-management	Stage management	REVIEW	low	1	no	1	Shutter angle	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Usher (theater role, historical).md:18
stage-right	Stage right	REVIEW	low	1	no	1	Soft Light	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Upstage (blocking term).md:18
stage-technician	Stage Technician	REVIEW	low	1	no	1	Set extension	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Grip (Crew).md:7
stereoscopic-3d	Stereoscopic 3D	REVIEW	low	1	no	1	Set dressing	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Convergence (Stereoscopic).md:6
stereoscopy	Stereoscopy	REVIEW	low	1	no	1	Security copy	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Beam Splitter.md:6
stock-footage	Stock footage	REVIEW	low	1	no	1	Soundstage	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Archive Footage.md:6
stop-motion-audio	Stop-motion audio	REVIEW	low	1	no	1	Set extension	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/Quiescent noise (low-level sound floor).md:7
stop-motion-camera	Stop-Motion Camera	REVIEW	low	1	no	1	Silhouette animation	0.42	Low-frequency unresolved label requiring editorial judgment.	pages/Interpolation (Animation Curves).md:10
stop-motion-design	Stop-motion design	REVIEW	low	1	no	1	Silhouette animation	0.42	Low-frequency unresolved label requiring editorial judgment.	pages/Quick sketch (concept art).md:7
stop-motion-history	Stop-motion history	REVIEW	low	1	no	1	Silhouette animation	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/Photoplay (early cinema term).md:13
stop-motion-multipass	Stop-Motion Multipass	REVIEW	low	1	no	1	Silhouette animation	0.39	Low-frequency unresolved label requiring editorial judgment.	pages/IV (Intravenous Fake Tube, FX).md:18
stop-motion-principles	Stop-motion principles	REVIEW	low	1	no	1	Silhouette animation	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/Random motion (animation principle).md:7
stop-motion-set	Stop-motion set	REVIEW	low	1	no	1	Set extension	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Quotidian imagery (everyday objects in animation).md:7
stop-motion-set-design	Stop-motion set design	REVIEW	low	1	no	1	Screen left / screen right	0.39	Low-frequency unresolved label requiring editorial judgment.	pages/Quince (color tone reference).md:7
stop-motion-vfx	Stop-motion VFX	REVIEW	low	1	no	1	Set extension	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Quick matte (fast compositing mask).md:7
stopwatch	Stopwatch	REVIEW	low	1	no	1	Spacing	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Metronome (timing aid).md:14
story-evaluation	Story evaluation	REVIEW	low	1	no	1	Secondary action	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Questionnaire (audience test screening).md:7
string-puppet	String Puppet	REVIEW	low	1	no	1	Single frame	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Marionette (puppet).md:9
studio	Studio	REVIEW	low	1	no	1	Setup	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Utility room (studio facility).md:18
studio-shooting	Studio shooting	REVIEW	low	1	no	1	Set dressing	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/On-location shooting.md:9
style-guide	Style Guide	REVIEW	low	1	no	1	Scale ruler (set building)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Design Bible.md:6
stylization	Stylization	REVIEW	low	1	no	1	Saturation (color)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Quasi-realism (stylistic approach).md:7
stylized-look	Stylized look	REVIEW	low	1	no	1	Selective focus	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Quirky lens (toy lens aesthetic).md:7
subjective-perspective	Subjective perspective	REVIEW	low	1	no	1	Shot reverse shot	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/Rashomon effect (narrative device).md:7
subjective-shot	Subjective shot	REVIEW	low	1	no	1	Selective focus	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Point of view shot (POV).md:13
subtle-movement	Subtle movement	REVIEW	low	1	no	1	Shutter speed	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Quiver (character motion jitter).md:7
superimposition	Superimposition	REVIEW	low	1	no	1	Secondary action	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/Overlay (graphics___compositing).md:14
surface-treatment	Surface treatment	REVIEW	low	1	no	1	Scratch track (temp audio)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Brush Pass (Texture Painting).md:6
symbolism	Symbolism	REVIEW	low	1	no	1	Shot list	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Metaphor (film language).md:15
symmetry	Symmetry	REVIEW	low	1	no	1	Smear	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Radial symmetry (design).md:7
tags-taxonomy	Tags & Taxonomy	REVIEW	low	1	no	1	Transition	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:56
tape-recorder	Tape recorder	REVIEW	low	1	no	1	Tripod spreader	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Recording head (audio).md:7
technical-drawing	Technical drawing	REVIEW	low	1	no	1	Temporal aliasing (strobing)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Arrangement Drawing.md:6
temporary-audio	Temporary audio	REVIEW	low	1	no	1	Temporal aliasing (strobing)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Scratch track (temp audio).md:7
test-animation	Test Animation	REVIEW	low	1	no	1	Texture map	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/GIF Animation.md:7
test-screening	Test screening	REVIEW	low	1	no	1	Time remapping	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Questionnaire (audience test screening).md:7
tethered-capture	Tethered capture	REVIEW	low	1	no	1	Title sequence	0.40	Low-frequency unresolved label requiring editorial judgment.	pages/Mirrorless camera.md:10
texture-effect	Texture Effect	REVIEW	low	1	no	1	Texture map	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Heat Gun (Fabrication Tool).md:13
texture-overlay	Texture Overlay	REVIEW	low	1	no	1	Tentacle rig	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Film Grain (Texture or Effect).md:7
theory-philosophy	Theory & Philosophy	REVIEW	low	1	no	1	Three-point system (TPS)	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:26
three-act-structure	Three-Act Structure	REVIEW	low	1	no	1	Three-quarter shot	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Inciting Incident (Storytelling).md:10
through-the-lens-focus	Through-the-lens focus	REVIEW	low	1	no	1	Three-dimensional animation	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/Rangefinder (camera type).md:7
tie-down	Tie-down	REVIEW	low	1	no	1	Time code	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Non-slip base (set rigging).md:9
tilt-shot	tilt shot	REVIEW	low	1	no	1	Tilt-shift	0.84	Low-frequency unresolved label requiring editorial judgment.	pages/Pan shot.md:13
time-management	Time management	REVIEW	low	1	no	1	Time remapping	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Quarter-hour timing (production scheduling).md:13
time-manipulation	Time manipulation	REVIEW	low	1	no	1	Tabletop animation	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/Reverse motion (animation___post trick).md:7
timing-chart	Timing Chart	REVIEW	low	1	no	1	Talking head	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Notation (storyboard___score).md:10
tonal-montage	Tonal montage	REVIEW	low	1	no	1	Turnaround	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Overtone montage.md:7
tone-mapping	Tone mapping	REVIEW	low	1	no	1	Time remapping	0.77	Low-frequency unresolved label requiring editorial judgment.	pages/S-curve (tone___contrast).md:7
tool-guides	Tool Guides	REVIEW	low	1	no	1	Tool kit	0.63	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:42
top-shot	Top shot	REVIEW	low	1	no	1	Top light	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Overhead shot.md:14
topology	Topology	REVIEW	low	1	no	1	Top light	0.59	Low-frequency unresolved label requiring editorial judgment.	pages/Base Mesh (CG Model Base).md:6
toy-animation-pixilation	Toy Animation (Pixilation)	REVIEW	low	1	no	1	Transition	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Jointed doll animation.md:11
toy-camera	Toy camera	REVIEW	low	1	no	1	Tone curve	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Quirky lens (toy lens aesthetic).md:7
tps	TPS	REVIEW	low	1	no	1	Twos	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Rack focus.md:7
tps-three-point-system	TPS (Three Point System)	REVIEW	low	1	no	1	Twos	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Nodal point (lens).md:18
tps-alignment-guides	TPS Alignment Guides	REVIEW	low	1	no	1	Traveling matte	0.40	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:8
tps-desktop	TPS Desktop	REVIEW	low	1	no	1	Test shot	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:43
tps-methodology	TPS Methodology	REVIEW	low	1	no	1	Telephoto lens	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:27
tps-workflow-integration	TPS Workflow Integration	REVIEW	low	1	no	1	Three-point lighting	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:41
tracking	tracking	REVIEW	low	1	no	1	Track	0.77	Low-frequency unresolved label requiring editorial judgment.	pages/Open matte.md:13
tracking-matchmove	Tracking (Matchmove)	REVIEW	low	1	no	1	Track	0.77	Low-frequency unresolved label requiring editorial judgment.	pages/Ground Plane (Reference in CG___Set).md:7
troubleshooting-notes	Troubleshooting Notes	REVIEW	low	1	no	1	Three-point lighting	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:45
tungsten-light	Tungsten light	REVIEW	low	1	no	1	Tentacle rig	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Redhead (tungsten lamp).md:7
tutorials	Tutorials	REVIEW	low	1	no	1	Troika	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:24
two-shot	Two-Shot	REVIEW	low	1	no	1	Test shot	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Group Shot.md:7
typography	Typography	REVIEW	low	1	no	1	Transparency	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/Intertitle (Silent Film Card).md:11
typography-design	Typography (Design)	REVIEW	low	1	no	1	Transparency	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/Kinetic typography.md:11
typography-film	Typography (Film)	REVIEW	low	1	no	1	Transparency	0.45	Low-frequency unresolved label requiring editorial judgment.	pages/Main title (sequence).md:9
undercranking	Undercranking	REVIEW	low	1	no	1	Undercrank	0.87	Low-frequency unresolved label requiring editorial judgment.	pages/Hand Crank Camera.md:7
underwater-lighting	Underwater lighting	REVIEW	low	1	no	1	Underwater filming	0.81	Low-frequency unresolved label requiring editorial judgment.	pages/Underwater filming.md:18
union-film-animation	Union (Film/Animation)	REVIEW	low	1	no	1	Unison	0.91	Low-frequency unresolved label requiring editorial judgment.	pages/Journeyman (union rank).md:11
uv-light	UV Light	REVIEW	low	1	no	1	Upright	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Glow Paint (UV___FX).md:7
uv-mapping	UV mapping	REVIEW	low	1	no	1	Up angle (low-angle shot)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Atlas (Texture Atlas).md:6
value-study	Value Study	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.32	Low-frequency unresolved label requiring editorial judgment.	pages/Grayscale.md:10
vantage-point-camera-angle	Vantage point (camera angle)	REVIEW	low	1	no	1	Vanishing point	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:6
variac-dimmer-control	Variac (dimmer control)	REVIEW	low	1	no	1	Value	0.36	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:7
variation-animation-principle	Variation (animation principle)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:8
vector-motion-graphic-element	Vector (motion/graphic element)	REVIEW	low	1	no	1	Value	0.36	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:9
vector-scope-color-monitoring	Vector scope (color monitoring)	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.31	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:10
vectorscope	Vectorscope	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.32	Low-frequency unresolved label requiring editorial judgment.	pages/Oscilloscope (audio___video analysis).md:15
vehicle-rig-miniature-animation	Vehicle rig (miniature animation)	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.24	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:11
velcro-rigging-set-prop-fix	Velcro rigging (set/prop fix)	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:12
vellum-storyboard-drawing-material	Vellum (storyboard/drawing material)	REVIEW	low	1	no	1	Value	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:13
verisimilitude-cinematic-realism	Verisimilitude (cinematic realism)	REVIEW	low	1	no	1	Vanishing point	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:14
vertical-hold-legacy-video-control	Vertical hold (legacy video control)	REVIEW	low	1	no	1	Vacuum hold-down (hobbyist technique)	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:15
vertical-movement-camera-or-puppet	Vertical movement (camera or puppet)	REVIEW	low	1	no	1	Vanishing point	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:16
vertical-pan-tilt-move	Vertical pan (tilt move)	REVIEW	low	1	no	1	Vanishing point	0.37	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:17
vfx-supervisor	VFX supervisor	REVIEW	low	1	no	1	Vacuum tube mic	0.34	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:50
vfx-workflow	VFX workflow	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.31	Low-frequency unresolved label requiring editorial judgment.	pages/Quad (image resolution multiple).md:13
vibration-isolation	Vibration Isolation	REVIEW	low	1	no	1	Vanishing point	0.41	Low-frequency unresolved label requiring editorial judgment.	pages/Gyro Stabilizer.md:10
video-assist-on-set-playback	Video assist (on-set playback)	REVIEW	low	1	no	1	Vanishing point	0.37	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:18
video-cassette-vhs	Video Cassette (VHS)	REVIEW	low	1	no	1	Vanishing point	0.28	Low-frequency unresolved label requiring editorial judgment.	pages/Laserdisc (video format).md:11
video-codec	Video codec	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.16	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:19
video-compression	Video compression	REVIEW	low	1	no	1	Vanishing point	0.31	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:20
video-file	Video file	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Quicktime (media format).md:7
video-formats	Video formats	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Upconverter (signal processing).md:18
video-standard	Video standard	REVIEW	low	1	no	1	Vacuum hold-down (hobbyist technique)	0.27	Low-frequency unresolved label requiring editorial judgment.	pages/Rate (frame rate).md:7
video-village-set-monitor-area	Video village (set monitor area)	REVIEW	low	1	no	1	Vanishing point	0.29	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:22
viewfinder	Viewfinder	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:23
viewing-angle	Viewing angle	REVIEW	low	1	no	1	Vanishing point	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:24
vignetting-lens-shading	Vignetting (lens shading)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:25
violence-staged-action-film-rating	Violence (staged action, film rating)	REVIEW	low	1	no	1	Value	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:26
virtual-camera-cgi	Virtual camera (CGI)	REVIEW	low	1	no	1	Vacuum tube mic	0.34	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:27
virtual-puppeteering	Virtual Puppeteering	REVIEW	low	1	no	1	Vanishing point	0.29	Low-frequency unresolved label requiring editorial judgment.	pages/Haptic Feedback (Animation Controls).md:10
virtual-set-vfx	Virtual set (VFX)	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.16	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:29
visual	Visual	REVIEW	low	1	no	1	Value	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Audiovisual.md:6
visual-continuity	Visual continuity	REVIEW	low	1	no	1	Vanishing point	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Narrative continuity.md:6
visual-development-concept-art	Visual development (concept art)	REVIEW	low	1	no	1	Vanishing point	0.42	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:30
visual-effect-vfx	Visual effect (VFX)	REVIEW	low	1	no	1	Vanishing point	0.36	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:31
visual-effects	Visual effects	REVIEW	low	1	no	1	Vanishing point	0.34	Low-frequency unresolved label requiring editorial judgment.	pages/Practical effect.md:13
visual-identity	Visual Identity	REVIEW	low	1	no	1	Vanishing point	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/Key art (marketing imagery).md:12
visual-metaphor-storytelling	Visual metaphor (storytelling)	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.34	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:32
visual-noise-image-clutter	Visual noise (image clutter)	REVIEW	low	1	no	1	Vanishing point	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:33
visual-reference	Visual reference	REVIEW	low	1	no	1	Vanishing point	0.32	Low-frequency unresolved label requiring editorial judgment.	pages/Quotation (intertextual reference).md:7
visual-rhythm	Visual rhythm	REVIEW	low	1	no	1	Vanishing point	0.36	Low-frequency unresolved label requiring editorial judgment.	pages/Repetition (design principle).md:7
visual-rhythm-editing-animation	Visual rhythm (editing/animation)	REVIEW	low	1	no	1	Vanishing point	0.36	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:34
visual-style	Visual style	REVIEW	low	1	no	1	Vanishing point	0.37	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:36
voice-acting	Voice acting	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:37
voiceover-vo	Voiceover (VO)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:38
volume-3d-space-in-composition	Volume (3D space in composition)	REVIEW	low	1	no	1	Value	0.73	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:39
volume-light-cgi-fog-effect	Volume light (CGI/fog effect)	REVIEW	low	1	no	1	Vacuum forming (prop___puppet fabrication)	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:40
volumetric-capture	Volumetric capture	REVIEW	low	1	no	1	Vacuum tube mic	0.36	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:41
volumetric-lighting	Volumetric lighting	REVIEW	low	1	no	1	Vanishing point	0.35	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:42
vox-pop-interview-footage	Vox pop (interview footage)	REVIEW	low	1	no	1	Value	0.17	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:43
vr-virtual-reality	VR (virtual reality)	REVIEW	low	1	no	1	Value	0.29	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:44
vr-headset	VR headset	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:45
vr180-stereo-video	VR180 (stereo video)	REVIEW	low	1	no	1	Value	0.20	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:46
vr360-immersive-video	VR360 (immersive video)	REVIEW	low	1	no	1	Value	0.20	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:47
